Explicit Track,Year,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,key,mode,log_avg_monthly_streams,Solo/Group,Recent Momentum,TikTok Posts,TikTok Views,Spotify Followers,Spotify Monthly Listeners,Spotify Conversion Rate,Apple Music Playlist Count,Instagram Followers,13_17,18_24,25_34,35_44,45_64,65_,F,M,genre_Deathcore,genre_Goregrind,genre_Death Metal,genre_Progressive Rock,genre_Progressive Metal,genre_Brutal Death Metal,genre_Rock,genre_Metal,genre_Metalcore,genre_US Metal,genre_Hardcore,genre_Beatdown,genre_Djent,genre_Melodic Metalcore,genre_Symphonic Deathcore,genre_Dance,genre_Melodic Hardcore,genre_Blackened Deathcore,genre_Alternative Rock,genre_Alternative,genre_other,country_group
0,2025,0.000124,0.37,0.948,0.00366,0.159,-3.098,0.126,175.023,0.201,2,1,12.237552537938756,Group,Slowing,63457.0,164702230.0,1101026.0,1334935.0,0.824779,27.0,1047848.0,0.034,0.336,0.46399999999999997,0.139,0.026000000000000002,0.0,0.19,0.81,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,US
0,2016,0.00532,0.408,0.953,0.0,0.338,-3.883,0.226,177.94,0.291,7,1,13.889326986869808,Group,Slowing,14505.0,15807829.0,1447442.0,1357540.0,1.066224,98.0,448623.0,0.022000000000000002,0.191,0.429,0.262,0.095,0.0,0.21100000000000002,0.789,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,US
0,2020,0.000149,0.538,0.984,0.787,0.127,-4.589,0.0992,123.008,0.0494,2,1,13.737088474850939,Group,Steady,164006.0,180587131.0,2389540.0,2619065.0,0.912364,173.0,1408075.0,0.026000000000000002,0.243,0.48,0.195,0.055999999999999994,0.0,0.21100000000000002,0.789,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,US
0,2024,0.00144,0.206,0.89,0.0975,0.356,-5.277,0.0468,90.349,0.249,7,0,14.001571967820459,Group,Steady,26642.0,59034849.0,1872100.0,2361131.0,0.792883,135.0,1244862.0,0.025,0.266,0.449,0.196,0.063,,0.22,0.78,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Other
0,2008,1.62e-05,0.374,0.92,0.026,0.0802,-4.653,0.0501,191.014,0.278,6,1,13.121571794921708,Group,Steady,73443.0,97502840.0,1267816.0,974320.0,1.301232,66.0,804465.0,0.021,0.24,0.447,0.221,0.07,0.0,0.235,0.765,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Other
0,2025,5.36e-06,0.536,0.957,0.0,0.0944,-3.377,0.148,100.036,0.303,1,1,13.389209307062734,Group,Steady,97058.0,183025159.0,486445.0,2819965.0,0.1725,22.0,443373.0,0.028999999999999998,0.293,0.498,0.149,0.031,0.0,0.47,0.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,US
0,2018,3.28e-05,0.27,0.964,0.0247,0.525,-4.545,0.0866,99.731,0.325,6,1,13.864891951057738,Group,Steady,32310.0,56062567.0,1313263.0,1725862.0,0.760932,95.0,743479.0,0.022000000000000002,0.284,0.48700000000000004,0.16699999999999998,0.04,0.0,0.267,0.733,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,Other
0,2016,0.0174,0.6,0.849,0.00205,0.0745,-5.788,0.0376,140.002,0.257,9,0,13.067599636952288,Group,Steady,9703.0,12400661.0,838753.0,646486.0,1.297403,24.0,630630.0,0.021,0.233,0.47200000000000003,0.214,0.057999999999999996,,0.253,0.747,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Other
0,2025,0.000533,0.355,0.931,0.00756,0.101,-4.322,0.0994,147.573,0.389,0,1,12.396909945906403,Group,Slowing,63457.0,164702230.0,1101026.0,1334935.0,0.824779,27.0,1047848.0,0.034,0.336,0.46399999999999997,0.139,0.026000000000000002,0.0,0.19,0.81,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,US
1,2023,0.000196,0.34,0.972,1.84e-05,0.0377,-3.356,0.196,92.502,0.267,10,0,13.340653361712306,Group,Steady,25524.0,42409654.0,330157.0,845324.0,0.390569,21.0,191706.0,0.025,0.312,0.483,0.14800000000000002,0.031,0.0,0.201,0.799,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Other
0,2020,0.00167,0.417,0.95,0.013,0.93,-6.502,0.0852,161.172,0.16,1,1,13.636630224514443,Group,Steady,54454.0,183768103.0,1113467.0,3403751.0,0.327129,66.0,712793.0,0.025,0.29100000000000004,0.49,0.159,0.034,0.0,0.267,0.733,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,Other
